Bin,Chr,Start,Stop,F001,F002,F003,F005,F006,F008,F009,F010,F012,F014,F015,F017,F018,F019,F020,F022,F025,F026,F027,F028,F029,F030,F031,F033,F034,F035,F036,F037,F039,F040,F041,F042,F043,F044,F045,F046,F047,F048,F050,F051,F052,F053,F056,F058,F060,F061,F064,F065,F066,F067,F068,F070,F072,F075,F076,F077,F078,F080,F081,F082,F083,F084,F085,F086,F087,F088,F089,F090,F091,F093,F094,F095,F097,F098,F099,F100,F101,F102,F103,F105,F106,F107,F108,F109,F110,F111,F112,F113,F114,F115,F116,F117,F118,F121,F122,F123,F124,F125,F127,F128,F131,F132,F133,F134,F135,F136,F138,F140,F141,F142,F143,F144,F145,F146,F147,F149,F151,F153,F154,F157,F158,F159,F160,F162,F163,F164,F165,F166,F168,F169,F170,F171,F172,F173,F175,F177,F178,F179,F181,F182,F184,F186,F187,F188,F189,F191,F192,F193,F194,F195,F196,F197,F199,F200,F201,F202,F203,F204,F205,F207,F208,F210,F211,F212,F213,F214,F215,F216,F217,F218,F219,F220,F221,F222,F224,F225,F229,F230,F231,F232,F233,F234,F235,F236,F238,F239,F241,F242,F243,F245,F246,F247,F248,F251,F252,F253,F255,F256,F257,F258,F260,F262,F263,F265,F266,F267,F268,F269,F270,F271,F273,F274,F276,F279,F281,F282,F283,F285,F286,F288,F289,F290,F291,F292,F293,F295,F296,F297,F298,F300,F301,F302,F303,F304,F305,F308,F310,F311,F312,F314,F315,F316,F318,F319,F320,F321,F322,F323,F324,F325,F326,F328,F329,F330,F332,F333,F334,F335,F336,F337,F338,F341,F342,F343,F345,F346,F347,F349,F350,F351,F352,F353,F354,F355,F357,F358,F359,F360
Bin456,chr03,23.803,23.872,P2,H,H,P1,H,P2,H,P2,P1,H,P1,P1,P1,P1,H,H,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,H,P1,H,P1,P2,P1,P2,P2,H,P1,P2,P1,P2,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,H,H,P1,P2,H,P1,P1,H,P1,H,H,H,H,P1,H,H,H,P2,P1,P1,H,P1,P1,H,H,P1,P1,P1,H,H,H,H,P2,H,H,P1,P1,P2,H,P2,P1,H,P1,P1,H,H,P1,P1,P2,H,H,H,P2,H,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,H,H,P2,H,H,P2,H,P1,H,P1,P1,H,P2,P1,P1,H,P1,P1,P1,H,H,P2,H,P2,P1,P1,P1,H,P1,P2,H,H,H,P2,H,H,P2,P1,P2,H,P2,P2,H,P1,H,P1,P1,H,P2,P1,H,P1,H,H,H,H,P1,P1,P2,P1,H,H,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,P2,H,H,H,P1,P1,P1,P2,P2,H,H,P1,H,P1,H,H,P2,P1,P1,P2,H,H,P1,P2,P1,H,P1,P1,H,H,H,H,P1,H,H,H,P1,P2,P2,P1,P1,H,P2,P1,P1,P2,H,P1,P1,P1,P1,P1,H,H,P1,P1,H,P2,H,H,H,H,P2,H,H,H,P1,P2,H,P2,P2,H,P1,P2,P1,H,P1,H,P1,P1,P1,P1,P2,H
Bin457,chr03,23.872,23.969,P2,H,H,P1,H,P2,H,P2,P1,H,P1,P1,P1,P1,H,H,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,H,P1,H,P1,P2,P1,P2,P2,H,P1,P2,P1,P2,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,H,H,P1,P2,H,P1,P1,H,P1,H,H,H,H,P1,H,H,H,P2,P1,P1,P2,P1,P1,H,H,P1,P1,P1,H,H,H,H,P2,H,H,P1,P1,P2,H,P2,P1,H,P1,P1,H,H,P1,P1,P2,H,H,H,P2,H,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,H,H,P2,H,H,P2,H,P1,H,P1,P1,H,P2,P1,P1,H,P1,P1,P1,H,H,P2,H,P2,P1,P1,P1,H,P1,P2,H,H,H,P2,H,H,P2,H,P2,H,P2,P2,H,P1,H,P1,P1,H,P2,P1,H,P1,H,H,H,H,P1,P1,P2,P1,H,H,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,P2,H,H,H,P1,P1,P1,P2,P2,H,H,P1,H,P1,H,H,P2,P1,P1,P2,H,H,P1,P2,P1,H,P1,P1,H,H,H,H,P1,H,H,H,P1,P2,P2,P1,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,P1,H,H,P1,P1,H,P2,H,H,H,H,P2,H,H,H,P1,P2,H,P2,P2,H,P1,P2,P1,H,P1,H,P1,P1,P1,P1,P2,H
Bin458,chr03,23.969,24.067,P2,H,H,P1,H,P2,H,P2,P1,H,P1,P1,P1,P1,H,H,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,H,P1,P2,P1,P2,P1,P2,P2,H,P1,P2,P1,P2,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,H,H,P1,P2,H,P1,P1,H,P1,H,H,H,H,P1,H,H,H,P2,P1,P1,P2,H,P1,H,H,P1,P1,P1,H,H,H,H,P2,H,H,P1,P1,P2,H,P2,P1,H,P1,P1,H,H,P1,P1,P2,H,H,P2,P2,H,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,H,H,P2,H,H,P2,H,P1,H,P1,P1,H,P2,P1,P1,H,P1,P1,P1,H,H,P2,H,P2,P1,P1,H,H,P1,P2,H,H,H,P2,H,H,P2,H,P2,H,P2,P2,H,P1,H,P1,P1,H,P2,P1,H,P1,H,H,H,H,P1,P1,P2,P1,H,H,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,P2,H,H,H,P1,P1,P1,P2,P2,H,H,P1,H,P1,H,H,P2,P1,P1,P2,H,H,H,P2,P1,H,P1,P1,H,H,H,H,P1,H,H,H,P1,P2,P2,P1,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,P1,H,H,P1,P1,H,P2,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,P2,H,P1,P2,P1,H,P1,H,P1,P1,P1,P1,P2,H
Bin459,chr03,24.067,24.421,P2,H,H,P1,H,P2,H,P2,P1,H,P1,P1,P1,P1,P1,H,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,P2,P2,H,P1,P2,P1,P2,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,H,H,P1,P2,H,P1,P1,H,P1,H,H,H,H,P1,H,H,H,P2,P1,P1,P2,H,P1,H,H,P1,P1,P1,H,H,H,P1,P2,H,H,P1,P1,P2,H,P2,P1,P1,P1,P1,H,H,P1,P1,P2,H,P1,P2,P2,H,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,H,H,P2,H,H,P2,H,P1,H,P1,P1,H,P2,P1,P1,H,P1,P1,P1,H,H,P2,H,P2,P1,P1,H,H,P1,P2,H,H,H,P2,H,H,P2,H,P2,H,P2,P2,H,P1,H,P1,P1,H,P2,P1,H,P1,H,H,H,H,P1,P1,P2,P1,H,H,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,P2,H,H,H,P1,P1,P1,P2,P2,H,H,P1,H,P1,H,H,P2,P1,P1,P2,H,P1,H,P2,P1,H,H,P1,H,H,H,H,P1,H,H,H,P1,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P1,P1,P1,P1,P1,H,H,P1,P1,H,P2,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,P2,H,P1,P2,P1,H,P1,H,P1,P1,P1,P1,P2,H
Bin460,chr03,24.421,24.471,P2,P1,H,P1,H,H,H,P2,P1,H,P1,H,P1,P1,P1,P2,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,P2,P1,P1,P2,H,P1,P1,H,P1,H,H,H,H,P2,H,H,H,P2,H,P1,P2,H,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,H,P1,P1,P2,P1,P2,P1,P1,P1,H,P1,H,P1,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,P1,P1,P2,H,P1,P2,H,P1,H,P1,P1,H,P2,P1,H,H,P1,P1,H,H,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,H,P2,H,P2,H,H,P1,P2,P1,H,P1,P2,P1,H,H,H,H,H,H,P1,P1,H,P1,H,P2,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,P1,P2,P1,H,H,P2,P2,P1,H,H,P1,H,H,H,P1,H,P1,H,H,H,P1,P1,H,H,H,P1,H,H,P1,H,H,P2,P1,H,P2,P1,P1,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,P2,P1,P1,P1,H,P1,H,P1,P1,P2,H
Bin461,chr03,24.471,24.666,P2,P1,H,P1,H,H,H,P2,P1,H,P1,H,P1,H,P1,P2,H,H,P2,H,P2,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,P2,P1,P1,P2,H,P1,P1,H,P1,H,H,H,H,P2,H,H,H,P2,H,P1,P2,H,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,H,P1,P1,P2,P1,P2,P1,P1,P1,H,P1,H,H,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,P2,P1,H,H,P2,H,P1,P1,P2,H,P1,P2,H,P1,H,P1,P1,H,P2,P1,H,H,P1,P1,H,H,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,H,P2,H,P2,H,H,P1,P2,P1,H,P1,P2,P1,H,H,H,H,H,H,P1,P1,H,P1,H,P2,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,P1,P2,P1,H,H,P2,P2,P1,H,H,P1,H,H,H,P1,H,P1,H,H,H,P1,P1,H,H,H,P1,H,H,P1,H,H,P2,P1,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,P2,P1,P1,P1,H,P1,H,P1,P1,P2,H
Bin462,chr03,24.666,24.679,P2,P1,H,P1,H,H,H,P2,P1,H,P1,H,P1,H,P1,P2,H,H,H,H,P2,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,P2,P1,P1,P2,H,P1,P1,H,P1,H,H,H,H,P2,H,H,H,P2,H,P1,P2,H,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,H,P1,P1,P2,P1,P2,P1,P1,P1,H,P1,H,H,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,H,P1,H,H,P2,H,P1,P1,P2,H,P1,P2,H,P1,H,P1,P1,H,P2,P1,H,H,P1,P1,H,H,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,H,P2,H,P2,H,H,P1,P2,P1,H,P1,P2,P1,H,H,H,H,H,H,P1,P1,H,P1,H,P2,H,P1,P2,P2,P1,H,P1,H,H,P2,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,P1,P2,P1,H,H,P2,P2,P1,H,H,P1,H,H,H,P1,H,P1,H,H,H,P1,P1,H,H,H,P1,H,H,P1,H,H,P2,P1,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,P2,P1,P1,P1,H,P1,H,P1,P1,H,H
Bin463,chr03,24.679,25.164,P2,P1,H,P1,H,H,H,P2,P1,H,P1,H,P1,H,P1,P2,H,H,H,H,P2,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,P1,H,H,P2,P1,H,H,H,P1,P2,H,P1,P1,P2,H,P1,P1,H,P1,P1,H,H,H,P2,H,H,H,P2,H,P1,P2,H,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,P1,H,P1,P2,P1,P1,P1,H,P1,H,H,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,P1,P1,P1,H,P1,P1,H,P2,H,P1,P1,P2,H,P1,P2,H,P1,H,P1,P1,H,H,P1,H,H,P1,P1,P2,H,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,H,P2,H,P2,H,H,P1,P2,P1,H,P1,P2,P1,H,H,H,H,H,H,P1,P1,H,P1,H,P2,H,P1,P2,P2,P1,H,P1,H,P2,P2,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,P1,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,H,P1,H,H,H,P1,P1,H,H,H,P1,H,H,P1,H,H,P1,P1,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,H,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,P2,P1,P1,P1,H,P1,H,P1,P1,H,H
Bin464,chr03,25.164,25.392,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,H,P1,H,H,P2,H,P1,P2,P1,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,H,P1,H,P2,P1,H,H,H,P1,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,H,H,H,P2,H,H,H,H,P1,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,P1,H,P2,P2,P1,P1,P1,P2,P1,H,P2,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,H,P1,P1,H,P1,P1,H,P2,P2,P1,P1,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,P2,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,H,P1,H,H,H,P1,P1,H,P1,H,P2,H,H,P2,P2,P1,P1,P1,P2,P2,H,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,H,P1,H,H,H,P1,P1,P1,H,H,P1,H,P1,P1,P2,H,P1,P1,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,P1,P1,H,P2
Bin465,chr03,25.392,25.498,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,H,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,P1,H,P2,H,P1,P2,P1,H,P1,H,H,P1,H,P2,P1,H,H,H,P1,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,H,H,H,P2,H,H,H,H,P1,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,H,P1,P1,H,P1,P1,H,P2,P2,P1,P1,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,P2,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,H,P1,H,H,H,P1,P1,H,P1,H,P2,H,H,P2,P2,P1,P1,P1,P2,P2,H,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,H,P1,H,H,H,P1,P1,P1,H,H,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,P1,P1,H,P2
Bin466,chr03,25.498,25.619,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,H,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,P1,H,H,H,P1,P2,P1,H,P1,H,H,P1,H,P2,P1,H,H,H,P1,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,H,H,H,P2,H,H,H,H,P1,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,P1,H,P2,P1,H,P2,H,P1,H,P1,P1,H,P1,P1,H,P2,P2,P1,P1,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,P1,P2,H,P1,P2,H,H,P1,P2,P2,H,P2,P2,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,P1,H,P1,H,P2,H,H,P2,P2,P1,P1,P1,P2,P2,H,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,H,P1,H,H,H,P1,P1,P1,H,P1,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,P1,P1,H,P2
Bin467,chr03,25.619,25.88,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,H,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,P1,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,H,H,H,P2,H,H,P1,H,P1,H,P2,P2,P1,P1,H,P1,H,P1,H,H,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,H,P1,P1,H,P1,P1,H,P2,P2,P1,P1,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,P2,H,P1,P1,P2,P1,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,P2,P2,H,P2,H,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,H,P1,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,H,H,P1,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,H,H,H,P1,P1,P1,H,P1,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,H,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,P1,P1,H,P2
Bin468,chr03,25.88,25.972,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,P2,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,P1,H,P1,H,H,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,P2,P1,P1,H,P1,P1,H,P2,P2,P1,H,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,P2,P2,H,P2,H,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,P1,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,H,H,H,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,H,H,H,P1,P1,P1,H,P1,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,H,P1,H,P2
Bin469,chr03,25.972,26.216,P2,P1,H,P1,H,P2,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,P2,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,P1,H,P1,H,H,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,P2,P1,P1,H,P1,P1,H,P2,P2,P1,H,P2,P1,H,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,P2,P2,H,P2,H,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,P1,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,H,H,H,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,H,H,H,P1,P1,P1,H,P1,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,P2,H,P1,H,H,P1,H,H,H,H,H,P1,H,P2
Bin470,chr03,26.216,26.332,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,P1,H,P1,P2,H,H,H,H,H,P2,P1,H,H,P2,H,P1,P2,H,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,H,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,P1,H,P1,H,H,P2,P1,P1,H,P2,P2,P1,P1,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,P2,P1,P1,H,P1,P1,H,P2,P2,P1,H,P2,P1,P1,P2,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,P1,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,P2,P2,H,P2,H,H,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,P1,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,H,H,H,P1,P1,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,P1,H,P1,H,P1,P2,P1,H,H,H,P1,P1,P1,H,P1,P1,H,P1,P1,P2,H,P1,H,H,P2,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,H,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,H,P1,H,P2
Bin471,chr03,26.332,26.443,P2,P1,H,P1,H,H,H,P2,H,P2,P1,H,H,H,H,H,H,P2,H,H,H,P2,P1,H,H,P2,H,P1,P2,P2,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,P2,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,P1,H,P1,H,H,H,P1,P1,H,P2,P2,P1,H,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,P2,P1,H,H,P1,P1,H,P2,P2,P1,H,P2,H,P1,P2,H,H,P1,P1,P1,H,H,P1,H,H,P1,P1,P2,H,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,H,P2,H,P2,H,P1,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,H,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,H,H,H,P1,H,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,H,H,P1,H,P1,P2,P1,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,H,P1,H,H,P2,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,P1,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,H,P1,H,P2
Bin472,chr03,26.443,26.578,P2,P1,H,P1,P1,H,H,P2,H,P2,P1,H,H,H,H,H,H,P2,H,H,H,P2,P1,H,H,P2,H,P1,P2,P2,P2,P1,P2,H,H,H,H,P1,H,H,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,P2,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,P1,H,P1,H,H,H,P1,P1,H,P2,P2,P1,H,H,P2,P1,H,P2,P1,P2,H,H,H,P2,P1,H,P2,H,P1,P2,P1,H,H,P1,P1,H,P2,P2,P1,H,P2,H,P1,P2,H,H,P1,P1,P1,H,H,P1,H,H,P1,P1,P2,H,H,P2,P2,P2,P1,H,P2,P1,P1,P2,H,P2,P1,H,P2,H,P2,H,P1,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,H,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,H,P2,P2,H,P1,H,H,H,P1,H,H,P1,H,P2,P2,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,H,H,P1,H,P1,P2,P1,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,H,P1,H,H,P2,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,P1,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,P1,H,H,H,H,H,P1,H,P2
Bin473,chr03,26.578,26.684,P2,P1,H,P1,P1,H,H,P2,H,P2,P1,H,H,H,H,H,H,P2,H,H,H,P2,P1,H,H,P2,H,P1,P2,P2,P2,P1,P2,H,H,H,H,P1,H,P1,H,P1,H,H,P1,P2,P2,P1,H,H,H,H,P2,H,P1,P1,P2,H,P1,P1,H,P1,P1,H,H,H,P2,P2,H,H,P2,H,H,P1,H,P1,H,P2,H,P1,P1,H,H,H,P1,P2,H,H,P1,P1,H,P2,H,P1,H,H,P2,P1,H,P2,P1,P2,H,H,H,H,P1,H,P2,H,P1,P2,P1,H,H,P1,P1,H,P2,P2,P1,P2,H,H,P1,P2,H,H,P1,P1,P1,H,H,P1,H,H,P1,P1,P2,H,H,P2,P2,P2,P1,P1,P2,P1,P1,P2,H,P2,P1,H,P2,H,P2,H,P1,H,P2,H,H,P1,P2,P1,H,H,P2,P1,H,P2,H,H,P1,H,P1,P1,H,P1,H,H,H,H,P2,P2,P1,P1,P1,P2,P2,H,P1,H,H,H,P1,H,P2,P1,H,P2,H,H,H,H,P2,P1,H,H,P2,P2,P1,H,H,H,H,P1,H,P1,P2,P1,H,H,H,P1,P1,H,H,P1,H,H,P1,P1,P2,H,P1,H,H,H,P1,P2,H,P1,P1,P1,H,P1,H,P1,H,H,H,H,P2,P1,P2,H,H,H,P1,P2,P2,P2,H,H,P1,H,H,H,H,H,H,H,H,P1,H,P2
